排名,代码,名称,东财行业,链条,筹码合成,全市场分位%,总市值亿,PE,距52周高点%,概念标签
940,300007.SZ,汉威科技,通用设备,SEMI,0.3659,63.3,100.4,101.48,-49.1,国产芯片
941,300493.SZ,润欣科技,其他电子Ⅱ,AI+SEMI,0.3668,63.3,60.6,89.88,-88.4,AI智能体|先进封装|半导体概念|国产芯片|汽车芯片
942,301313.SZ,凡拓数创,数字媒体,AI,0.3699,63.5,33.5,-33.34,,AIGC概念|人工智能
943,002841.SZ,视源股份,消费电子,AI,0.3786,63.9,340.7,34.5,57.1,AI应用|人工智能
944,300168.SZ,万达信息,IT服务Ⅱ,AI,0.3794,64.0,70.9,-44.68,,AI应用|人工智能
945,301602.SZ,超研股份,医疗器械,AI,0.3810,64.1,68.9,188.91,-72.3,人工智能
946,300155.SZ,安居宝,计算机设备,AI,0.3819,64.1,24.2,-70.98,,人工智能
947,300801.SZ,泰和科技,化学制品,SEMI,0.3831,64.1,49.1,17.53,-27.5,半导体概念
948,000963.SZ,华东医药,化学制药,AI,0.3853,64.3,476.1,11.88,99.6,人工智能
949,300964.SZ,本川智能,元件,AI,0.3865,64.4,59.2,124.04,-68.8,CPO概念
950,600288.SH,大恒科技,软件开发,AI,0.3866,64.4,48.4,23.63,-62.6,人工智能
951,000035.SZ,中国天楹,环境治理,AI,0.3870,64.4,110.3,24.91,-87.9,人工智能
952,688365.SH,光云科技,IT服务Ⅱ,AI,0.3871,64.5,59.5,255.62,,AI应用|人工智能
953,301230.SZ,泓博医药,医疗服务,AI,0.3874,64.5,61.2,64.37,-74.5,AI应用|多模态AI
954,002879.SZ,长缆科技,电网设备,AI,0.3880,64.5,30.5,87.41,-37.4,液冷服务器
955,300560.SZ,中富通,通信服务,AI,0.3970,64.8,40.5,125.41,,算力概念|英伟达概念
956,002478.SZ,常宝股份,特钢Ⅱ,SEMI,0.3973,64.9,56.7,21.09,-59.8,半导体概念
957,002912.SZ,中新赛克,计算机设备,AI,0.3985,64.9,32.0,-9.75,-84.2,AI应用|人工智能|算力概念
958,300236.SZ,上海新阳,电子化学品Ⅱ,SEMI,0.3993,64.9,278.6,65.33,21.4,半导体概念|国产芯片|存储芯片
959,301152.SZ,天力锂能,电池,AI,0.4009,65.1,27.7,81.9,,人工智能
960,300131.SZ,英唐智控,其他电子Ⅱ,AI+SEMI,0.4009,65.1,191.8,1177.08,-98.8,CPO概念|半导体概念|国产芯片|存储芯片|汽车芯片|第三代半导体
961,002278.SZ,神开股份,专用设备,AI,0.4027,65.1,31.3,111.44,-91.1,人工智能
962,300319.SZ,麦捷科技,元件,AI+SEMI,0.4030,65.2,156.7,51.92,-64.2,光通信模块|存储芯片|算力概念|英伟达概念
963,688651.SH,盛邦安全,软件开发,SEMI,0.4032,65.2,22.9,-36.33,,国产芯片
964,300130.SZ,新国都,计算机设备,AI,0.4035,65.2,104.2,19.23,-18.2,AIGC概念|AI应用|AI智能体|人工智能
965,600126.SH,杭钢股份,普钢,AI,0.4066,65.3,232.0,603.72,-98.0,算力概念
966,300213.SZ,佳讯飞鸿,通信设备,AI,0.4070,65.3,36.7,375.2,,AI应用|人工智能
967,688017.SH,绿的谐波,自动化设备,SEMI,0.4095,65.4,541.1,414.52,-25.4,半导体概念
968,603066.SH,音飞储存,物流,AI,0.4135,65.5,26.3,5.28,-57.4,人工智能
969,688793.SH,倍轻松,小家电,AI,0.4141,65.6,17.1,-36.8,,AI应用|人工智能
970,002692.SZ,远程股份,电网设备,SEMI,0.4144,65.6,30.0,-21.77,,半导体概念
971,688469.SH,芯联集成-U,半导体,SEMI,0.4152,65.7,727.6,130.71,,半导体概念|汽车芯片
972,300559.SZ,佳发教育,软件开发,AI,0.4159,65.7,40.8,89.19,-96.6,AI应用|人工智能
973,002607.SZ,中公教育,教育,AI,0.4163,65.7,123.3,65.16,-99.1,AIGC概念|AI应用|人工智能
974,603283.SH,赛腾股份,自动化设备,SEMI,0.4176,65.8,167.8,46.34,54.2,半导体概念|存储芯片|第三代半导体
975,002712.SZ,思美传媒,广告营销,AI,0.4199,65.9,25.5,195.55,,AI应用|人工智能
976,300725.SZ,药石科技,医疗服务,AI,0.4204,65.9,113.0,56.79,-9.9,人工智能
977,300579.SZ,数字认证,软件开发,SEMI,0.4229,66.0,58.0,-137.96,,国产芯片
978,000981.SZ,山子高科,汽车零部件,SEMI,0.4231,66.0,263.9,26.29,-88.0,半导体概念
979,002747.SZ,埃斯顿,自动化设备,AI,0.4236,66.0,298.3,92.45,-79.4,人工智能
980,603379.SH,三美股份,化学制品,SEMI,0.4258,66.2,365.7,17.08,250.1,半导体概念
981,301287.SZ,康力源,文娱用品,AI,0.4264,66.2,27.4,118.72,-22.4,AI智能体|人工智能
982,300101.SZ,振芯科技,军工电子Ⅱ,AI+SEMI,0.4327,66.5,78.8,-482.81,-97.2,人工智能|国产芯片
983,002861.SZ,瀛通通讯,消费电子,AI,0.4362,66.7,28.7,-26.52,,人工智能
984,301428.SZ,世纪恒通,通信服务,AI,0.4389,66.8,27.2,41.24,,AI智能体|人工智能
985,688652.SH,京仪装备,半导体,SEMI,0.4393,66.8,249.6,134.36,-5.7,半导体概念|国产芯片|存储芯片
986,688352.SH,颀中科技,半导体,SEMI,0.4396,66.9,214.6,-35.36,,先进封装|半导体概念|国产芯片
987,002859.SZ,洁美科技,其他电子Ⅱ,SEMI,0.4415,67.0,293.0,106.34,-42.9,国产芯片
988,688416.SH,恒烁股份,半导体,AI+SEMI,0.4419,67.0,78.6,40.41,,AI芯片|人工智能|半导体概念|国产芯片|存储芯片
989,301183.SZ,东田微,光学光电子,AI,0.4432,67.0,188.3,108.29,70.9,光通信模块
990,300365.SZ,恒华科技,软件开发,AI,0.4448,67.1,27.8,-44.7,,人工智能
991,000560.SZ,我爱我家,房地产服务,AI,0.4476,67.2,51.1,234.43,,AIGC概念|人工智能
992,688798.SH,艾为电子,半导体,SEMI,0.4489,67.3,122.6,64.6,9.5,半导体概念|国产芯片
993,603220.SH,中贝通信,通信服务,AI,0.4494,67.4,97.2,-853959.56,-88.3,CPO概念|算力概念
994,603602.SH,纵横通信,广告营销,AI,0.4510,67.4,26.4,88.56,,AIGC概念|算力概念
995,300500.SZ,启迪设计,工程咨询服务Ⅱ,AI,0.4517,67.5,16.4,20.6,,人工智能|算力概念
996,300708.SZ,聚灿光电,光学光电子,SEMI,0.4535,67.5,72.1,46.77,-82.5,半导体概念|国产芯片|第三代半导体
997,301025.SZ,读客文化,出版,AI,0.4544,67.5,36.2,165.46,-96.6,AI语料
998,300311.SZ,任子行,软件开发,AI,0.4561,67.6,35.0,-34.47,-94.8,AI应用|人工智能
999,002398.SZ,垒知集团,水泥,AI,0.4563,67.6,28.2,24.41,-93.3,AIGC概念|人工智能
1000,002328.SZ,新朋股份,汽车零部件,AI+SEMI,0.4567,67.6,55.3,13.16,-73.4,国产芯片|液冷服务器
1001,300226.SZ,上海钢联,软件开发,AI,0.4570,67.7,61.5,24.65,-42.8,AI应用|AI语料
1002,301259.SZ,艾布鲁,环境治理,AI,0.4578,67.7,50.5,130.92,-86.2,AI芯片|人工智能|算力概念
1003,300078.SZ,思创智联,IT服务Ⅱ,SEMI,0.4591,67.8,34.3,-74.32,,国产芯片
1004,002835.SZ,同为股份,计算机设备,AI,0.4602,67.8,27.1,24.44,-47.6,人工智能
1005,002268.SZ,电科网安,计算机设备,AI+SEMI,0.4611,67.9,114.9,-18.44,-95.7,人工智能|国产芯片|汽车芯片
1006,301092.SZ,争光股份,塑料,SEMI,0.4618,67.9,60.1,85.03,-30.3,半导体概念
1007,300538.SZ,同益股份,塑料,SEMI,0.4618,67.9,27.4,82.66,,国产芯片
1008,002281.SZ,光迅科技,通信设备,AI+SEMI,0.4625,68.0,1377.5,118.3,39.7,CPO概念|光通信模块|国产芯片|液冷服务器
1009,688570.SH,天玛智控,自动化设备,AI,0.4644,68.0,65.8,133.54,-87.0,人工智能
1010,000524.SZ,岭南控股,旅游及景区,AI,0.4664,68.2,66.3,50.42,-88.6,AI智能体
1011,002648.SZ,卫星化学,化学原料,AI,0.4666,68.2,895.0,7.19,161.0,液冷服务器
1012,002191.SZ,劲嘉股份,包装印刷,SEMI,0.4684,68.3,51.3,53.17,,国产芯片
1013,002579.SZ,中京电子,元件,AI+SEMI,0.4692,68.4,85.0,-47.28,,CPO概念|人工智能|先进封装|光通信模块|半导体概念|存储芯片
1014,002346.SZ,柘中股份,电网设备,SEMI,0.4706,68.4,94.1,14.69,35.7,半导体概念
1015,301319.SZ,唯特偶,电子化学品Ⅱ,AI,0.4709,68.4,187.0,179.55,-51.4,CPO概念
1016,300603.SZ,立昂技术,通信服务,AI,0.4715,68.5,34.9,-28.37,,人工智能|算力概念
1017,603005.SH,晶方科技,半导体,SEMI,0.4716,68.5,206.4,78.86,-43.3,先进封装|半导体概念|国产芯片|汽车芯片|第三代半导体
1018,000021.SZ,深科技,消费电子,SEMI,0.4738,68.7,579.2,59.79,-23.8,先进封装|半导体概念|国产芯片|存储芯片|第三代半导体
1019,300387.SZ,富邦科技,农化制品,AI,0.4775,68.8,20.9,18.95,-81.6,人工智能
1020,002987.SZ,京北方,软件开发,AI,0.4778,68.8,116.8,116.1,-70.6,AI应用|AI智能体|人工智能
1021,688131.SH,皓元医药,医疗服务,AI,0.4779,68.8,195.5,72.03,15.0,人工智能
1022,002245.SZ,蔚蓝锂芯,电池,SEMI,0.4780,68.9,307.0,30.04,-48.0,国产芯片
1023,003001.SZ,中岩大地,专业工程,AI,0.4784,68.9,26.6,100.48,-94.2,人工智能
1024,600539.SH,狮头股份,互联网电商,AI+SEMI,0.4842,69.1,34.2,1623.6,,人工智能|先进封装
1025,301566.SZ,达利凯普,元件,SEMI,0.4855,69.1,98.3,45.57,-59.6,半导体概念
1026,603120.SH,肯特催化,化学制品,SEMI,0.4921,69.4,42.7,51.85,-6.8,半导体概念
1027,301392.SZ,汇成真空,专用设备,SEMI,0.4926,69.4,174.2,158.41,-58.6,半导体概念|国产芯片
1028,300351.SZ,永贵电器,轨交设备Ⅱ,AI,0.4956,69.6,52.9,-60.82,-95.5,液冷服务器
1029,002219.SZ,新里程,医疗服务,AI,0.4968,69.6,73.5,400.46,-99.1,AI应用|人工智能
1030,002786.SZ,银宝山新,专用设备,SEMI,0.4974,69.7,39.3,68.29,,半导体概念
1031,002777.SZ,久远银海,IT服务Ⅱ,AI,0.4990,69.7,50.8,94.66,-81.9,AI应用|人工智能
1032,300929.SZ,华骐环保,环境治理,AI,0.4993,69.7,21.5,-177.93,,人工智能
1033,300567.SZ,精测电子,通用设备,SEMI,0.4994,69.8,597.8,349.91,-68.9,半导体概念|国产芯片|存储芯片
1034,688048.SH,长光华芯,半导体,AI+SEMI,0.5001,69.8,518.3,2892.33,-80.9,光通信模块|半导体概念|国产芯片
1035,301083.SZ,百胜智能,专用设备,AI,0.5020,69.8,24.3,224.4,-89.6,人工智能
1036,002439.SZ,启明星辰,软件开发,AI,0.5030,69.9,160.0,259.9,,人工智能
1037,301390.SZ,经纬股份,工程咨询服务Ⅱ,AI,0.5033,69.9,18.6,-107.8,,人工智能
1038,300059.SZ,东方财富,证券Ⅱ,AI,0.5038,69.9,2993.6,18.56,-7.8,AIGC概念|AI应用|人工智能
1039,300112.SZ,万讯自控,通用设备,AI,0.5039,70.0,27.0,-923.31,,人工智能
1040,301558.SZ,三态股份,互联网电商,AI,0.5041,70.0,51.2,89.85,-93.8,AIGC概念|多模态AI
1041,002181.SZ,粤 传 媒,出版,AI,0.5113,70.4,93.8,133.93,-93.7,AIGC概念|AI应用
1042,300480.SZ,光力科技,专用设备,AI+SEMI,0.5132,70.5,121.0,81.59,-75.9,CPO概念|先进封装|半导体概念
1043,002255.SZ,海陆重工,其他电源设备Ⅱ,SEMI,0.5133,70.5,63.3,19.66,-53.5,第三代半导体
1044,300661.SZ,圣邦股份,半导体,AI+SEMI,0.5142,70.5,761.9,153.98,-10.9,人工智能|半导体概念|国产芯片|存储芯片
1045,300413.SZ,芒果超媒,数字媒体,AI,0.5163,70.6,261.5,64.83,-64.4,AIGC概念|AI应用|AI语料|人工智能|多模态AI
1046,300054.SZ,鼎龙股份,电子化学品Ⅱ,SEMI,0.5196,70.7,702.7,70.0,-13.0,半导体概念|国产芯片|存储芯片
1047,300390.SZ,天华新能,电池,SEMI,0.5201,70.8,558.5,12.18,235.3,半导体概念
1048,300947.SZ,德必集团,一般零售,AI,0.5240,70.9,21.1,288.25,,人工智能
1049,301568.SZ,思泰克,自动化设备,AI+SEMI,0.5245,70.9,72.2,68.32,16.1,人工智能|半导体概念
1050,301592.SZ,六九一二,军工电子Ⅱ,SEMI,0.5246,70.9,71.9,-133.29,-18.6,存储芯片
1051,688720.SH,艾森股份,半导体,SEMI,0.5283,71.1,80.1,212.61,-56.7,先进封装|半导体概念|国产芯片
1052,688111.SH,金山办公,软件开发,AI,0.5287,71.1,1082.5,21.5,677.4,AI应用|人工智能
1053,688018.SH,乐鑫科技,半导体,AI+SEMI,0.5306,71.2,253.9,37.98,143.6,人工智能|半导体概念|国产芯片
1054,603042.SH,华脉科技,通信设备,AI,0.5315,71.2,28.6,77.12,,人工智能
1055,603300.SH,海南华铁,多元金融,AI,0.5316,71.3,94.2,19.8,-78.8,算力概念
1056,002090.SZ,金智科技,电网设备,AI,0.5339,71.4,38.1,43.51,-81.9,人工智能
1057,603232.SH,格尔软件,软件开发,AI+SEMI,0.5382,71.6,34.0,-29.77,,AI应用|人工智能|汽车芯片
1058,600570.SH,恒生电子,软件开发,AI,0.5394,71.7,400.3,72.12,-29.3,人工智能|多模态AI
1059,002264.SZ,新 华 都,广告营销,AI,0.5406,71.7,46.4,13.86,-77.8,AI应用|人工智能
1060,300902.SZ,国安达,专用设备,AI,0.5408,71.7,27.3,-100.16,,AI应用
1061,300474.SZ,景嘉微,军工电子Ⅱ,AI+SEMI,0.5427,71.8,260.7,-120.75,,AI芯片|人工智能|半导体概念|国产芯片|算力概念
1062,300459.SZ,汤姆猫,游戏Ⅱ,AI,0.5452,71.9,120.9,98.34,,AI应用|人工智能|多模态AI
1063,300098.SZ,高新兴,通信设备,AI,0.5465,71.9,76.1,82.17,,AI应用|人工智能
1064,301001.SZ,凯淳股份,互联网电商,AI,0.5482,72.0,18.8,1062.94,,AI应用|人工智能
1065,002139.SZ,拓邦股份,消费电子,AI+SEMI,0.5487,72.0,117.1,56.41,-82.4,人工智能|半导体概念
1066,300464.SZ,星徽股份,互联网电商,SEMI,0.5497,72.1,33.0,256.11,-97.7,第三代半导体
1067,300466.SZ,赛摩智能,通用设备,AI,0.5499,72.1,38.5,184.84,,人工智能
1068,002339.SZ,积成电子,电网设备,AI,0.5513,72.3,35.7,-12.16,-98.4,人工智能
1069,301307.SZ,美利信,通信设备,SEMI,0.5522,72.3,111.2,-33.6,,半导体概念
1070,600094.SH,大名城,房地产开发,AI,0.5529,72.4,88.6,474.0,-93.8,算力概念
1071,688023.SH,安恒信息,软件开发,AI,0.5550,72.4,38.2,-8.36,,人工智能
1072,000409.SZ,云鼎科技,IT服务Ⅱ,AI,0.5553,72.4,57.8,73.14,-89.6,人工智能|多模态AI
1073,300688.SZ,创业黑马,教育,AI,0.5557,72.5,47.6,-266.07,,人工智能|算力概念
1074,600571.SH,信雅达,IT服务Ⅱ,AI,0.5570,72.5,48.3,-14.83,-92.5,AI智能体|人工智能
1075,300380.SZ,安硕信息,软件开发,AI,0.5573,72.5,38.7,108.36,-73.2,人工智能
1076,300479.SZ,神思电子,计算机设备,AI,0.5576,72.5,28.8,-46.29,-77.4,AI应用|AI智能体|人工智能
1077,002162.SZ,悦心健康,家居用品,AI,0.5614,72.8,36.1,338.14,-98.9,人工智能
1078,002635.SZ,安洁科技,消费电子,AI,0.5615,72.8,101.6,72.79,-82.6,光通信模块
1079,300170.SZ,汉得信息,IT服务Ⅱ,AI,0.5622,72.8,156.3,100.1,-77.9,AIGC概念|AI应用|AI智能体|人工智能
1080,300398.SZ,飞凯材料,电子化学品Ⅱ,AI+SEMI,0.5626,72.9,200.4,38.19,-29.5,先进封装|光通信模块|半导体概念|国产芯片|存储芯片|第三代半导体
1081,688115.SH,思林杰,通用设备,SEMI,0.5668,73.0,61.3,290.99,-91.6,国产芯片
1082,688225.SH,亚信安全,软件开发,AI,0.5688,73.1,47.1,-9.22,,人工智能|算力概念|英伟达概念
1083,300674.SZ,宇信科技,IT服务Ⅱ,AI,0.5703,73.1,106.7,58.51,-40.5,AI应用|AI智能体|人工智能
1084,000157.SZ,中联重科,工程机械,AI,0.5764,73.3,611.5,17.29,-49.9,人工智能|算力概念
1085,301185.SZ,鸥玛软件,IT服务Ⅱ,AI,0.5768,73.3,25.0,163.27,-65.9,AI应用|人工智能
1086,003043.SZ,华亚智能,半导体,SEMI,0.5814,73.5,104.6,335.31,-47.8,半导体概念
1087,688662.SH,富信科技,其他电子Ⅱ,AI+SEMI,0.5822,73.5,102.6,232.34,-64.1,光通信模块|半导体概念
1088,688071.SH,华依科技,专用设备,AI,0.5842,73.6,27.3,504.49,,人工智能
1089,301027.SZ,华蓝集团,工程咨询服务Ⅱ,AI,0.5864,73.7,29.8,-90.97,,AIGC概念|人工智能
1090,002316.SZ,亚联发展,综合Ⅱ,AI,0.5868,73.7,17.4,304.81,-98.9,人工智能
1091,002594.SZ,比亚迪,乘用车,SEMI,0.5870,73.7,8265.7,50.59,202.2,半导体概念|国产芯片
1092,688685.SH,迈信林,航空装备Ⅱ,AI,0.5877,73.8,59.4,276.07,,光通信模块|算力概念
1093,600986.SH,浙文互联,广告营销,AI,0.5885,73.8,102.5,-112.83,,AIGC概念|AI应用|AI智能体|多模态AI|算力概念
1094,300975.SZ,商络电子,元件,AI+SEMI,0.5890,73.9,169.5,16.51,-23.9,光通信模块|半导体概念|国产芯片|存储芯片|汽车芯片|液冷服务器
1095,688316.SH,青云科技-U,IT服务Ⅱ,AI,0.5898,73.9,22.1,-40.28,,算力概念|英伟达概念
1096,301235.SZ,华康洁净,医疗器械,AI,0.5937,74.0,59.1,-84.58,-7.1,人工智能
1097,600736.SH,苏州高新,房地产开发,AI+SEMI,0.5946,74.1,76.4,8.88,-81.2,人工智能|国产芯片
1098,688475.SH,萤石网络,计算机设备,AI,0.5949,74.1,229.0,27.95,-14.4,AI应用|AI智能体
1099,688122.SH,西部超导,航空装备Ⅱ,SEMI,0.5953,74.2,311.2,177.47,9.8,半导体概念|存储芯片
1100,300075.SZ,数字政通,软件开发,AI,0.6035,74.5,65.8,154.4,,AI智能体|人工智能
1101,000576.SZ,甘化科工,地面兵装Ⅱ,SEMI,0.6035,74.6,31.0,401.18,-83.9,半导体概念|第三代半导体
1102,300003.SZ,乐普医疗,医疗器械,AI,0.6046,74.6,215.9,21.61,-58.2,人工智能
1103,300598.SZ,诚迈科技,软件开发,AI,0.6052,74.7,71.1,-52.1,,英伟达概念
1104,600406.SH,国电南瑞,电网设备,SEMI,0.6062,74.7,1869.0,64.78,3.6,半导体概念|国产芯片
1105,300494.SZ,盛天网络,游戏Ⅱ,AI,0.6078,74.7,39.6,222.3,-99.7,AIGC概念|AI应用|人工智能|多模态AI
1106,601766.SH,中国中车,轨交设备Ⅱ,SEMI,0.6100,74.8,1744.9,10.92,-51.5,半导体概念
1107,300009.SZ,安科生物,生物制品,AI,0.6101,74.8,141.8,21.16,-58.5,人工智能
1108,300645.SZ,正元智慧,计算机设备,AI,0.6102,74.8,18.2,-38.57,-90.7,AI应用|人工智能
1109,002688.SZ,金河生物,动物保健Ⅱ,AI,0.6111,75.0,39.9,16.0,-95.0,人工智能
1110,000555.SZ,神州信息,IT服务Ⅱ,AI,0.6121,75.0,99.5,-26.91,-94.2,AIGC概念|AI应用|AI智能体|人工智能
1111,002654.SZ,万润科技,光学光电子,AI+SEMI,0.6144,75.2,117.8,-548.18,-96.6,人工智能|存储芯片
1112,603330.SH,天洋新材,塑料,AI,0.6157,75.2,47.5,351.98,,CPO概念
1113,001229.SZ,魅视科技,计算机设备,AI,0.6158,75.2,62.4,741.64,-61.9,AI应用|人工智能
1114,002172.SZ,澳洋健康,医疗服务,AI,0.6185,75.3,34.0,70.35,-95.6,人工智能
1115,688347.SH,华虹宏力,半导体,SEMI,0.6188,75.3,3979.9,712.93,-71.6,半导体概念|存储芯片
1116,600506.SH,统一股份,炼化及贸易,AI,0.6224,75.4,38.8,15.37,-86.1,液冷服务器
1117,300895.SZ,铜牛信息,IT服务Ⅱ,AI,0.6258,75.6,75.5,-102.67,,算力概念
1118,603337.SH,杰克科技,专用设备,AI,0.6280,75.6,175.9,17.88,82.7,人工智能
1119,300377.SZ,赢时胜,软件开发,AI,0.6284,75.6,104.5,-66.69,,AI应用|人工智能
1120,002707.SZ,众信旅游,旅游及景区,AI,0.6299,75.7,51.9,131.11,,AI应用
1121,300720.SZ,海川智能,通用设备,SEMI,0.6320,75.7,143.3,506.12,-88.2,半导体概念|国产芯片
1122,601678.SH,滨化股份,化学原料,SEMI,0.6346,75.8,152.5,26.03,-88.6,半导体概念
1123,301165.SZ,锐捷网络,通信设备,AI,0.6348,75.8,1290.7,92.96,-15.7,AIGC概念|AI智能体|CPO概念|液冷服务器|算力概念
1124,300420.SZ,五洋自控,通用设备,AI,0.6363,75.9,86.9,-1330.93,-98.1,液冷服务器
1125,002383.SZ,合众思壮,军工电子Ⅱ,SEMI,0.6385,76.0,49.9,2947.47,,国产芯片
1126,002296.SZ,辉煌科技,通信设备,AI,0.6392,76.0,34.1,14.44,-56.2,人工智能
1127,600967.SH,内蒙一机,地面兵装Ⅱ,AI,0.6399,76.1,185.5,33.53,-83.1,人工智能
1128,688610.SH,埃科光电,通用设备,SEMI,0.6405,76.1,114.9,83.08,42.8,半导体概念
1129,000063.SZ,中兴通讯,通信设备,AI+SEMI,0.6408,76.1,1584.8,28.78,-30.7,人工智能|国产芯片|液冷服务器|算力概念
1130,000818.SZ,航锦科技,化学原料,AI+SEMI,0.6443,76.2,77.2,77.43,,人工智能|光通信模块|半导体概念|国产芯片|存储芯片|算力概念|英伟达概念
1131,300496.SZ,中科创达,IT服务Ⅱ,AI,0.6461,76.2,257.1,62.77,-0.4,AI应用|AI智能体|人工智能|多模态AI|英伟达概念
1132,300378.SZ,鼎捷数智,软件开发,AI+SEMI,0.6473,76.3,82.1,-255.33,-39.7,AIGC概念|AI应用|AI智能体|人工智能|半导体概念|多模态AI
1133,600654.SH,中安科,软件开发,AI,0.6510,76.4,81.7,71.96,-97.4,人工智能
1134,003007.SZ,直真科技,软件开发,AI,0.6513,76.4,47.0,-92.08,-70.5,人工智能|算力概念
1135,000670.SZ,盈方微,其他电子Ⅱ,SEMI,0.6517,76.5,61.8,-188.46,,半导体概念|国产芯片|存储芯片
1136,688008.SH,澜起科技,半导体,AI+SEMI,0.6548,76.6,2341.4,69.08,109.6,AI芯片|人工智能|半导体概念|国产芯片|存储芯片|算力概念
1137,603738.SH,泰晶科技,元件,AI,0.6591,76.8,138.6,150.41,-82.7,CPO概念|光通信模块
1138,603123.SH,翠微股份,多元金融,AI+SEMI,0.6597,76.8,79.3,-65.28,,AI应用|AI智能体|人工智能|国产芯片|多模态AI
1139,300033.SZ,同花顺,软件开发,AI,0.6607,76.9,1631.1,85.64,385.7,AIGC概念|AI应用|人工智能
1140,002355.SZ,兴民智通,汽车零部件,AI,0.6607,76.9,31.4,-7.33,,人工智能|算力概念
1141,600410.SH,华胜天成,IT服务Ⅱ,AI+SEMI,0.6608,76.9,142.3,-38.55,,AI应用|人工智能|国产芯片|算力概念
1142,300678.SZ,中科信息,IT服务Ⅱ,AI,0.6615,77.0,63.3,341.12,-94.7,人工智能
1143,002044.SZ,美年健康,医疗服务,AI,0.6615,77.0,180.4,-17.69,-92.2,AIGC概念|AI智能体|人工智能
1144,300030.SZ,阳普医疗,医疗器械,AI,0.6628,77.0,20.8,33.81,-90.3,人工智能
1145,600855.SH,航天长峰,军工电子Ⅱ,AI,0.6672,77.2,55.2,-37.06,,人工智能
1146,000823.SZ,超声电子,元件,AI,0.6699,77.3,87.2,38.4,-62.8,光通信模块
1147,002609.SZ,捷顺科技,IT服务Ⅱ,AI,0.6706,77.3,48.6,56.79,-89.9,AI应用|人工智能
1148,600641.SH,先导基电,半导体,SEMI,0.6746,77.5,304.6,72.48,-95.5,半导体概念|国产芯片|存储芯片
1149,300635.SZ,中达安,工程咨询服务Ⅱ,AI,0.6764,77.5,17.1,286.85,,AI智能体|人工智能|算力概念
1150,601929.SH,吉视传媒,电视广播Ⅱ,AI+SEMI,0.6794,77.6,78.9,-17.89,,人工智能|国产芯片
1151,300513.SZ,恒实科技,通信服务,SEMI,0.6823,77.7,22.8,-21.53,,国产芯片
1152,688268.SH,华特气体,电子化学品Ⅱ,SEMI,0.6825,77.7,182.3,134.51,-2.2,半导体概念|第三代半导体
1153,300113.SZ,顺网科技,游戏Ⅱ,AI,0.6855,77.8,108.8,34.37,-38.5,AI应用|AI智能体|人工智能|多模态AI|算力概念|英伟达概念
1154,301336.SZ,趣睡科技,家居用品,AI,0.6859,77.9,21.2,65.58,-44.1,人工智能
1155,605289.SH,罗曼股份,专业工程,AI,0.6863,77.9,163.0,87.57,-43.3,算力概念
1156,300528.SZ,幸福蓝海,影视院线,AI,0.6866,78.0,47.0,-51.42,,AIGC概念
1157,603928.SH,兴业股份,塑料,SEMI,0.6875,78.0,42.5,33.36,-64.7,半导体概念
1158,603533.SH,掌阅科技,数字媒体,AI,0.6888,78.1,88.8,-65.81,,AI应用|AI语料|人工智能
1159,002526.SZ,山东矿机,专用设备,AI,0.6889,78.1,46.9,373.2,-98.3,人工智能
1160,002903.SZ,宇环数控,通用设备,SEMI,0.6895,78.2,50.9,-147.09,,半导体概念
1161,002916.SZ,深南电路,元件,SEMI,0.6899,78.2,2340.7,68.83,433.6,国产芯片|存储芯片
1162,002348.SZ,高乐股份,文娱用品,AI,0.6906,78.2,109.8,-189.14,,人工智能|算力概念
1163,300335.SZ,迪森股份,电力,AI,0.6915,78.2,25.2,39.18,-91.4,人工智能
1164,688141.SH,杰华特,半导体,AI+SEMI,0.6918,78.3,518.2,-46.9,,人工智能|半导体概念|汽车芯片
1165,600156.SH,华升股份,纺织制造,AI,0.6943,78.3,31.8,-137.15,,液冷服务器|算力概念
1166,688508.SH,芯朋微,半导体,AI+SEMI,0.6961,78.4,107.9,34.25,91.4,人工智能|半导体概念|国产芯片|汽车芯片
1167,002400.SZ,省广集团,广告营销,AI,0.6982,78.4,110.5,180.5,-95.4,AIGC概念|AI应用
1168,002184.SZ,海得控制,自动化设备,AI,0.6991,78.4,34.3,88.85,,人工智能
1169,301060.SZ,兰卫医学,医疗服务,AI,0.6999,78.5,45.8,35.99,-90.4,人工智能
1170,002138.SZ,顺络电子,元件,AI,0.7019,78.5,384.3,42.98,21.8,光通信模块
1171,301312.SZ,智立方,自动化设备,AI+SEMI,0.7030,78.6,119.3,207.04,-61.5,CPO概念|半导体概念|国产芯片
1172,002421.SZ,达实智能,IT服务Ⅱ,AI,0.7040,78.7,63.8,-175.37,,AI应用|AI智能体|人工智能
1173,301396.SZ,宏景科技,IT服务Ⅱ,AI,0.7043,78.7,371.5,306.96,-83.7,AI智能体|人工智能|算力概念
1174,688590.SH,新致软件,软件开发,AI,0.7044,78.7,38.5,554.39,,AI应用|人工智能
1175,688530.SH,欧莱新材,半导体,SEMI,0.7054,78.7,100.7,61.88,-98.8,半导体概念
1176,300333.SZ,兆日科技,计算机设备,AI+SEMI,0.7087,78.9,35.9,-201.76,,国产芯片|算力概念
1177,300520.SZ,科大国创,软件开发,AI,0.7133,79.0,68.2,-31.68,,AIGC概念|AI应用|AI智能体|人工智能
